DepMap_ID,CCLE_Name,Primary_Disease,Wang_AML,Achilles_GECKO,Hart_TKOv1,Tzelepis_AML,Avana_Q4_18,Sanger_Q1_19,Avana_Q3_17,HART_shRNA
ACH-000270,HPAC_PANCREAS,PANCREATIC CANCER,0,0,0,0,0,0,0,1
ACH-000271,SUDHL10_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,LYMPHOMA,0,0,0,0,0,1,0,0
ACH-000272,SLR24_KIDNEY,KIDNEY CANCER,0,0,0,0,0,0,0,0
ACH-000273,SF539_CENTRAL_NERVOUS_SYSTEM,BRAIN CANCER,0,0,0,0,0,1,0,0
ACH-000274,HS852T_SKIN,SKIN CANCER,0,0,0,0,1,0,0,0
ACH-000275,HS834T_FIBROBLAST,SKIN CANCER,0,0,0,0,0,0,0,0
ACH-001065,EVSAT_BREAST,BREAST CANCER,0,0,0,0,0,1,0,1
ACH-000277,HCC1419_BREAST,BREAST CANCER,0,0,0,0,1,0,1,1
ACH-000278,COV362_OVARY,OVARIAN CANCER,0,0,0,0,1,0,1,0
ACH-001030,CHLA218_BONE,BONE CANCER,0,0,0,0,0,0,0,0
ACH-001282,CHLA258_BONE,BONE CANCER,0,0,0,0,0,0,0,0
ACH-000280,SNU840_OVARY,OVARIAN CANCER,0,0,0,0,1,0,1,0
ACH-000281,KP2_PANCREAS,PANCREATIC CANCER,0,0,0,0,1,0,1,1
ACH-000282,NCIH1755_LUNG,LUNG CANCER,0,0,0,0,0,1,0,0
ACH-000283,A1207_CENTRAL_NERVOUS_SYSTEM,BRAIN CANCER,0,0,0,0,0,0,0,0
ACH-000284,HS840T_FIBROBLAST,HEAD AND NECK CANCER,0,0,0,0,0,0,0,0
ACH-000285,TOLEDO_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,LYMPHOMA,0,0,0,0,0,0,0,0
ACH-000286,SNU1033_LARGE_INTESTINE,COLON/COLORECTAL CANCER,0,0,0,0,0,0,0,0
ACH-000288,BT549_BREAST,BREAST CANCER,0,0,0,0,1,0,1,1
ACH-000289,SNU466_CENTRAL_NERVOUS_SYSTEM,BRAIN CANCER,0,0,0,0,0,0,0,0
ACH-000290,NCIH209_LUNG,LUNG CANCER,0,0,0,0,0,0,0,0
ACH-000291,OV90_OVARY,OVARIAN CANCER,0,0,0,0,1,1,1,1
ACH-000292,NCIH841_LUNG,LUNG CANCER,0,0,0,0,0,0,0,0
ACH-000293,KLE_ENDOMETRIUM,ENDOMETRIAL/UTERINE CANCER,0,0,0,0,0,0,0,0
ACH-000294,NB4_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,LEUKEMIA,0,0,0,0,1,0,1,0
ACH-000295,EM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,LEUKEMIA,0,0,0,0,0,0,0,0
ACH-000296,OUMS23_LARGE_INTESTINE,COLON/COLORECTAL CANCER,0,0,0,0,1,0,1,0
ACH-000297,NCIH889_LUNG,LUNG CANCER,0,0,0,0,0,0,0,0
ACH-000298,NCIH2029_LUNG,LUNG CANCER,0,0,0,0,0,0,0,0
ACH-000299,HNT34_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,LEUKEMIA,0,0,0,0,0,0,0,0
ACH-000300,SLR25_KIDNEY,KIDNEY CANCER,0,0,0,0,0,0,0,0
ACH-000301,LAMA84_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,LEUKEMIA,0,0,0,0,0,0,0,0
ACH-000302,SNU1077_ENDOMETRIUM,ENDOMETRIAL/UTERINE CANCER,0,0,0,0,1,0,0,0
ACH-000303,SNU5_STOMACH,GASTRIC CANCER,0,0,0,0,0,0,0,0
ACH-000304,WM115_SKIN,SKIN CANCER,0,0,0,0,0,0,0,0
ACH-000305,ECGI10_OESOPHAGUS,ESOPHAGEAL CANCER,0,0,0,0,0,1,0,0
ACH-000306,HS688AT_FIBROBLAST,FIBROBLAST,0,0,0,0,0,0,0,0
ACH-000307,PK1_PANCREAS,PANCREATIC CANCER,0,0,0,0,1,0,1,0
ACH-000308,EFO21_OVARY,OVARIAN CANCER,0,0,0,0,1,0,1,0
ACH-000309,SKLU1_LUNG,LUNG CANCER,0,0,0,0,0,0,0,0
ACH-000310,IMR32_AUTONOMIC_GANGLIA,NEUROBLASTOMA,0,0,0,0,0,0,0,0
ACH-000311,NCIH2122_LUNG,LUNG CANCER,0,0,0,0,1,0,1,0
ACH-000312,SKNBE2_AUTONOMIC_GANGLIA,NEUROBLASTOMA,0,0,0,0,1,0,1,0
ACH-000313,KMRC3_KIDNEY,KIDNEY CANCER,0,0,0,0,0,0,0,0
ACH-000314,HCC2108_LUNG,LUNG CANCER,0,0,0,0,0,0,0,0
ACH-000315,KARPAS422_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,LYMPHOMA,0,0,0,0,0,0,0,0
ACH-000316,SNU886_LIVER,LIVER CANCER,0,0,0,0,1,0,0,0
ACH-000317,TUHR14TKB_KIDNEY,KIDNEY CANCER,0,0,0,0,1,0,0,0
ACH-000318,TE10_OESOPHAGUS,ESOPHAGEAL CANCER,0,0,0,0,0,1,0,0
ACH-000319,MPP89_PLEURA,LUNG CANCER,0,0,0,0,1,0,0,0
ACH-000320,PSN1_PANCREAS,PANCREATIC CANCER,0,0,0,0,0,1,0,0
ACH-000321,MOLM6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,LEUKEMIA,0,0,0,0,0,0,0,0
ACH-000322,HT144_SKIN,SKIN CANCER,0,0,0,0,1,0,1,0
ACH-000323,42MGBA_CENTRAL_NERVOUS_SYSTEM,BRAIN CANCER,0,0,0,0,1,1,1,0
ACH-000324,JHOC5_OVARY,OVARIAN CANCER,0,0,0,0,1,0,1,1
ACH-000325,SNU620_STOMACH,GASTRIC CANCER,0,0,0,0,0,0,0,0
ACH-000326,JURLMK1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,LEUKEMIA,0,0,0,0,0,0,0,0
ACH-000327,NCIH1395_LUNG,LUNG CANCER,0,0,0,0,0,0,0,0
ACH-000328,LN215_CENTRAL_NERVOUS_SYSTEM,BRAIN CANCER,0,0,0,0,0,0,0,0
ACH-000329,CCFSTTG1_CENTRAL_NERVOUS_SYSTEM,BRAIN CANCER,0,0,0,0,1,0,1,0
ACH-000330,EFM19_BREAST,BREAST CANCER,0,0,0,0,1,0,1,1
ACH-000331,ISTMES2_PLEURA,LUNG CANCER,0,0,0,0,1,0,0,0
ACH-000332,YAPC_PANCREAS,PANCREATIC CANCER,0,0,0,0,1,0,1,0
ACH-000333,JHOM2B_OVARY,OVARIAN CANCER,0,0,0,0,0,0,0,0
ACH-000334,DB_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,LYMPHOMA,0,0,0,0,0,0,0,0
ACH-000335,MSTO211H_PLEURA,LUNG CANCER,0,0,0,0,1,0,0,0
ACH-000336,OCIAML3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,LEUKEMIA,1,0,0,1,0,1,0,0
ACH-000337,NCIH3122_LUNG,LUNG CANCER,0,0,0,0,1,1,0,0
ACH-000338,SR786_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,LYMPHOMA,0,0,0,0,0,0,0,0
ACH-000339,HCC461_LUNG,LUNG CANCER,0,0,0,0,1,0,0,0
ACH-000340,HS870T_FIBROBLAST,BONE CANCER,0,0,0,0,0,0,0,0
ACH-000341,SKNFI_AUTONOMIC_GANGLIA,NEUROBLASTOMA,0,0,0,0,0,1,0,0
ACH-000342,CL14_LARGE_INTESTINE,COLON/COLORECTAL CANCER,0,0,0,0,0,0,0,0
ACH-000343,NCIH522_LUNG,LUNG CANCER,0,0,0,0,0,0,0,0
ACH-000344,SNU668_STOMACH,GASTRIC CANCER,0,0,0,0,0,0,0,0
ACH-000345,KPNRTBM1_AUTONOMIC_GANGLIA,NEUROBLASTOMA,0,0,0,0,0,0,0,0
ACH-001617,OCILY7_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,LYMPHOMA,0,0,0,0,0,0,0,0
ACH-000347,QGP1_PANCREAS,PANCREATIC CANCER,0,0,0,0,0,0,0,0
ACH-000348,RPMI7951_SKIN,SKIN CANCER,0,0,0,0,1,0,1,0
ACH-001120,MB157_BREAST,BREAST CANCER,0,0,0,0,0,0,0,0
ACH-000350,COLO678_LARGE_INTESTINE,COLON/COLORECTAL CANCER,0,0,0,0,1,0,0,0
ACH-000351,MKN1_STOMACH,GASTRIC CANCER,0,0,0,0,0,1,0,0
ACH-000352,HCC1428_BREAST,BREAST CANCER,0,0,0,0,1,0,1,1
ACH-000353,TE15_OESOPHAGUS,ESOPHAGEAL CANCER,0,0,0,0,0,1,0,0
ACH-000354,CAPAN1_PANCREAS,PANCREATIC CANCER,0,0,0,0,0,1,0,0
ACH-000355,NCIH82_LUNG,LUNG CANCER,0,0,0,0,0,0,0,0
ACH-000356,MKN45_STOMACH,GASTRIC CANCER,0,0,0,0,1,0,1,0
ACH-000358,NCIH69_LUNG,LUNG CANCER,0,0,0,0,0,0,0,0
ACH-000359,MG63_BONE,BONE CANCER,0,0,0,0,0,0,0,0
ACH-000360,NCIH508_LARGE_INTESTINE,COLON/COLORECTAL CANCER,0,0,0,0,0,0,0,0
ACH-000361,SKHEP1_LIVER,LIVER CANCER,0,0,0,0,1,0,0,0
ACH-000362,MOLM13_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,LEUKEMIA,1,0,0,1,1,0,0,0
ACH-000363,SKMM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,LEUKEMIA,0,0,0,0,1,0,0,0
ACH-000364,U2OS_BONE,BONE CANCER,0,0,0,0,1,0,1,0
ACH-000365,SUDHL4_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,LYMPHOMA,0,0,0,0,1,0,0,0
ACH-000366,SKNDZ_AUTONOMIC_GANGLIA,NEUROBLASTOMA,0,0,0,0,1,1,1,0
ACH-000367,NCIH226_LUNG,LUNG CANCER,0,0,0,0,0,0,0,0
ACH-000368,SNU1105_CENTRAL_NERVOUS_SYSTEM,BRAIN CANCER,0,0,0,0,1,0,0,0
ACH-000369,MOLM16_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,LEUKEMIA,0,0,0,0,0,0,0,0
ACH-000370,SNU626_CENTRAL_NERVOUS_SYSTEM,BRAIN CANCER,0,0,0,0,0,0,0,0
ACH-000728,KASUMI2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,LEUKEMIA,0,0,0,0,0,0,0,0
ACH-000373,SKM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,LEUKEMIA,1,0,0,0,0,0,0,0
ACH-000374,HCC1143_BREAST,BREAST CANCER,0,0,0,0,1,1,1,1
ACH-000375,G402_SOFT_TISSUE,RHABDOID,0,1,0,0,0,0,0,0
ACH-000376,SF295_CENTRAL_NERVOUS_SYSTEM,BRAIN CANCER,0,0,0,0,1,1,1,0
ACH-000377,SNU478_BILIARY_TRACT,BILE DUCT CANCER,0,0,0,0,0,0,0,0
ACH-000378,NCIH647_LUNG,LUNG CANCER,0,0,0,0,0,0,0,0
ACH-000379,NCIH1781_LUNG,LUNG CANCER,0,0,0,0,0,0,0,0
ACH-000380,KMS12BM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,MYELOMA,0,0,0,0,0,0,0,0
ACH-000381,T84_LARGE_INTESTINE,COLON/COLORECTAL CANCER,0,0,0,0,1,1,1,0
ACH-000382,CORL24_LUNG,LUNG CANCER,0,0,0,0,0,0,0,0
ACH-000383,OE33_OESOPHAGUS,ESOPHAGEAL CANCER,0,0,0,0,1,1,1,0
ACH-000384,SW780_URINARY_TRACT,BLADDER CANCER,0,0,0,0,0,0,0,0
ACH-000385,SKRC20_KIDNEY,KIDNEY CANCER,0,0,0,0,0,0,0,0
ACH-000386,KG1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,LEUKEMIA,0,0,0,0,0,0,0,0
ACH-000387,TF1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,LEUKEMIA,1,0,0,0,1,0,1,0
ACH-000388,NUDHL1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,LYMPHOMA,0,0,0,0,0,0,0,0
ACH-000389,H4_CENTRAL_NERVOUS_SYSTEM,BRAIN CANCER,0,0,0,0,1,0,1,0
ACH-000390,LUDLU1_LUNG,LUNG CANCER,0,0,0,0,1,0,1,0
ACH-001032,CHLA32_BONE,BONE CANCER,0,0,0,0,0,0,0,0
ACH-000392,CALU3_LUNG,LUNG CANCER,0,0,0,0,0,0,0,0
ACH-000393,HLF_LIVER,LIVER CANCER,0,0,0,0,1,0,1,0
ACH-000394,NCIH2081_LUNG,LUNG CANCER,0,0,0,0,0,0,0,0
ACH-000395,NCIH520_LUNG,LUNG CANCER,0,0,0,0,1,1,1,0
ACH-000396,J82_URINARY_TRACT,BLADDER CANCER,0,0,0,0,0,0,0,0
ACH-000397,TEN_ENDOMETRIUM,ENDOMETRIAL/UTERINE CANCER,0,0,0,0,1,0,1,0
ACH-000399,NCIH2196_LUNG,LUNG CANCER,0,0,0,0,0,0,0,0
ACH-000400,SKCO1_LARGE_INTESTINE,COLON/COLORECTAL CANCER,0,0,0,0,0,0,0,0
ACH-000401,COLO800_SKIN,SKIN CANCER,0,0,0,0,1,0,1,0
ACH-000402,BL70_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,LYMPHOMA,0,0,0,0,0,0,0,0
ACH-000403,NCIH747_LARGE_INTESTINE,COLON/COLORECTAL CANCER,0,0,0,0,1,0,1,0
ACH-000404,K029AX_SKIN,SKIN CANCER,0,0,0,0,0,0,0,0
ACH-001709,WSUNHL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,LYMPHOMA,0,0,0,0,0,0,0,0
ACH-000406,U937_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,LEUKEMIA,0,0,0,0,1,0,1,0
ACH-000407,SNU685_ENDOMETRIUM,ENDOMETRIAL/UTERINE CANCER,0,0,0,0,1,0,1,0
ACH-000408,TE5_OESOPHAGUS,ESOPHAGEAL CANCER,0,0,0,0,0,1,0,0
ACH-000409,OVSAHO_OVARY,OVARIAN CANCER,0,0,0,0,0,0,0,0
ACH-000410,SAOS2_BONE,BONE CANCER,0,0,0,0,1,0,0,0
ACH-000411,769P_KIDNEY,KIDNEY CANCER,0,0,0,0,1,1,1,0
ACH-000412,SNU1197_LARGE_INTESTINE,COLON/COLORECTAL CANCER,0,0,0,0,0,0,0,0
ACH-000413,HS739T_FIBROBLAST,BREAST CANCER,0,0,0,0,0,0,0,0
ACH-000414,NCIH1944_LUNG,LUNG CANCER,0,0,0,0,1,1,1,0
ACH-000415,BICR6_UPPER_AERODIGESTIVE_TRACT,HEAD AND NECK CANCER,0,0,0,0,1,0,1,0
ACH-000416,NCIH838_LUNG,LUNG CANCER,0,0,0,0,1,0,1,0
ACH-000417,PANC0813_PANCREAS,PANCREATIC CANCER,0,1,0,0,0,1,0,0
ACH-000418,SW1353_BONE,BONE CANCER,0,0,0,0,0,0,0,0
ACH-000419,KMS28BM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,MYELOMA,0,0,0,0,0,0,0,0
ACH-000420,SNU449_LIVER,LIVER CANCER,0,0,0,0,1,0,1,0
ACH-000421,SW837_LARGE_INTESTINE,COLON/COLORECTAL CANCER,0,0,0,0,1,1,1,0
ACH-000422,SNU475_LIVER,LIVER CANCER,0,0,0,0,0,0,0,0
ACH-000423,SKMEL3_SKIN,SKIN CANCER,0,0,0,0,0,0,0,0
ACH-001033,CHLA57_BONE,BONE CANCER,0,0,0,0,0,0,0,0
ACH-001034,CHLA9_BONE,BONE CANCER,0,0,0,0,0,0,0,0
ACH-000425,UACC62_SKIN,SKIN CANCER,0,0,0,0,1,0,1,0
ACH-000426,KMS20_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,MYELOMA,0,0,0,0,0,0,0,0
ACH-000427,NCIN87_STOMACH,GASTRIC CANCER,0,0,0,0,0,1,0,0
ACH-000428,UO31_KIDNEY,KIDNEY CANCER,0,0,0,0,0,0,0,0
ACH-000429,A704_KIDNEY,KIDNEY CANCER,0,0,0,0,0,0,0,0
ACH-000430,TYKNU_OVARY,OVARIAN CANCER,0,0,0,0,0,1,0,0
ACH-000431,NCIH1694_LUNG,LUNG CANCER,0,0,0,0,0,0,0,0
ACH-000432,BV173_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,LEUKEMIA,0,0,0,0,0,0,0,0
ACH-000433,CAKI1_KIDNEY,KIDNEY CANCER,0,0,0,0,0,0,0,0
ACH-000434,NCIH1915_LUNG,LUNG CANCER,0,0,0,0,0,1,0,0
ACH-000435,EFE184_ENDOMETRIUM,ENDOMETRIAL/UTERINE CANCER,0,0,0,0,0,0,0,0
ACH-000436,OCIMY7_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,MYELOMA,0,0,0,0,1,0,0,0
ACH-000437,SW1088_CENTRAL_NERVOUS_SYSTEM,BRAIN CANCER,0,0,0,0,0,1,0,0
ACH-000438,LU65_LUNG,LUNG CANCER,0,0,0,0,0,1,0,0
ACH-000439,ME1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,LEUKEMIA,0,0,0,0,0,0,0,0
ACH-000440,CA46_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,LYMPHOMA,0,0,0,0,0,0,0,0
ACH-000441,SH4_SKIN,SKIN CANCER,0,0,0,0,0,0,0,0
ACH-000442,RERFLCSQ1_LUNG,LUNG CANCER,0,0,0,0,0,1,0,0
ACH-000443,OVKATE_OVARY,OVARIAN CANCER,0,0,0,0,0,0,0,0
ACH-000444,LU99_LUNG,LUNG CANCER,0,0,0,0,1,0,0,0
ACH-000445,KNS60_CENTRAL_NERVOUS_SYSTEM,BRAIN CANCER,0,0,0,0,1,0,1,0
ACH-000446,KPNSI9S_AUTONOMIC_GANGLIA,NEUROBLASTOMA,0,0,0,0,0,0,0,0
ACH-000447,NCIH2228_LUNG,LUNG CANCER,0,0,0,0,0,0,0,0
ACH-000448,NCIH1666_LUNG,LUNG CANCER,0,0,0,0,1,0,0,0
ACH-000449,MESSA_SOFT_TISSUE,SARCOMA,0,0,0,0,0,0,0,0
ACH-000450,MELHO_SKIN,SKIN CANCER,0,0,0,0,0,0,0,0
ACH-000451,NCIH2085_LUNG,LUNG CANCER,0,0,0,0,0,0,0,0
ACH-000452,TE8_OESOPHAGUS,ESOPHAGEAL CANCER,0,0,0,0,1,1,0,0
ACH-000453,MOLP2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,MYELOMA,0,0,0,0,0,0,0,0
ACH-000454,HCC95_LUNG,LUNG CANCER,0,0,0,0,1,0,1,0
ACH-000455,LN428_CENTRAL_NERVOUS_SYSTEM,BRAIN CANCER,0,0,0,0,0,0,0,0
ACH-000456,BCPAP_THYROID,THYROID CANCER,0,0,0,0,0,0,0,0
ACH-000457,CAL54_KIDNEY,KIDNEY CANCER,0,0,0,0,0,0,0,0
ACH-000458,CJM_SKIN,SKIN CANCER,0,0,0,0,1,0,1,0
ACH-000459,TUHR10TKB_KIDNEY,KIDNEY CANCER,0,0,0,0,0,0,0,0
ACH-000460,SNU8_OVARY,OVARIAN CANCER,0,0,0,0,1,0,1,0
ACH-000461,SNU1196_BILIARY_TRACT,BILE DUCT CANCER,0,0,0,0,1,0,0,0
ACH-000462,NALM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,LEUKEMIA,0,0,0,0,0,0,0,0
ACH-000463,NCIH460_LUNG,LUNG CANCER,0,0,0,0,1,0,1,0
ACH-000464,CAS1_CENTRAL_NERVOUS_SYSTEM,BRAIN CANCER,0,0,0,0,0,1,1,0
ACH-000465,SKMEL1_SKIN,SKIN CANCER,0,0,0,0,0,0,0,0
ACH-000466,SNU216_STOMACH,GASTRIC CANCER,0,0,0,0,0,0,0,0
ACH-000467,HCC56_LARGE_INTESTINE,COLON/COLORECTAL CANCER,0,0,0,0,1,0,1,0
ACH-000468,PK45H_PANCREAS,PANCREATIC CANCER,0,0,0,0,1,0,1,0
ACH-000469,YH13_CENTRAL_NERVOUS_SYSTEM,BRAIN CANCER,0,0,0,0,1,1,0,0
ACH-000470,SW1463_LARGE_INTESTINE,COLON/COLORECTAL CANCER,0,0,0,0,1,0,1,0
ACH-000471,LI7_LIVER,LIVER CANCER,0,0,0,0,1,0,1,0
ACH-000472,HSC2_UPPER_AERODIGESTIVE_TRACT,HEAD AND NECK CANCER,0,0,0,0,1,0,0,0
ACH-000473,RT112_URINARY_TRACT,BLADDER CANCER,0,0,0,0,1,0,1,0
ACH-000475,HUH1_LIVER,LIVER CANCER,0,0,0,0,1,0,1,0
ACH-000476,JHH4_LIVER,LIVER CANCER,0,0,0,0,1,0,1,0
ACH-000477,MALME3M_SKIN,SKIN CANCER,0,0,0,0,0,0,0,0
ACH-000478,SNU387_LIVER,LIVER CANCER,0,0,0,0,0,0,0,0
ACH-000479,KNS81_CENTRAL_NERVOUS_SYSTEM,BRAIN CANCER,0,0,0,0,0,0,0,0
ACH-000480,HUH7_LIVER,LIVER CANCER,0,0,0,0,1,0,1,0
ACH-000481,NCIH2170_LUNG,LUNG CANCER,0,0,0,0,1,1,1,0
ACH-000482,RERFLCKJ_LUNG,LUNG CANCER,0,0,0,0,0,0,0,0
ACH-000483,SNU182_LIVER,LIVER CANCER,0,0,0,0,0,0,0,0
ACH-000484,VMRCRCW_KIDNEY,KIDNEY CANCER,0,0,0,0,0,0,0,0
ACH-000485,GSU_STOMACH,GASTRIC CANCER,0,0,0,0,1,0,0,0
ACH-000486,KU1919_URINARY_TRACT,BLADDER CANCER,0,0,0,0,1,0,1,0
ACH-000487,F36P_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,LEUKEMIA,0,0,0,0,1,0,0,0
ACH-000488,TE11_OESOPHAGUS,ESOPHAGEAL CANCER,0,0,0,0,0,0,0,0
ACH-000489,SW1116_LARGE_INTESTINE,COLON/COLORECTAL CANCER,0,0,0,0,0,0,0,0
ACH-000490,SF767_CENTRAL_NERVOUS_SYSTEM,BRAIN CANCER,0,0,0,0,1,0,1,0
ACH-000491,NCIH716_LARGE_INTESTINE,COLON/COLORECTAL CANCER,0,0,0,0,1,0,0,0
ACH-000493,SNU423_LIVER,LIVER CANCER,0,0,0,0,0,0,0,0
ACH-000494,OELE_OVARY,IMMORTALIZED,0,0,0,0,0,0,0,0
ACH-000495,TUHR4TKB_KIDNEY,KIDNEY CANCER,0,0,0,0,1,0,0,0
ACH-000496,NCIH1792_LUNG,LUNG CANCER,0,0,0,0,1,0,1,0
ACH-000498,KO52_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,LEUKEMIA,0,0,0,0,0,0,0,0
ACH-001035,CHLA99_BONE,BONE CANCER,0,0,0,0,0,0,0,0
ACH-001038,COGE352_BONE,BONE CANCER,0,0,0,0,1,0,0,0
ACH-000500,SNU46_UPPER_AERODIGESTIVE_TRACT,HEAD AND NECK CANCER,0,0,0,0,0,0,0,0
ACH-000501,LS123_LARGE_INTESTINE,COLON/COLORECTAL CANCER,0,0,0,0,0,0,0,0
ACH-000502,TCCPAN2_PANCREAS,PANCREATIC CANCER,0,0,0,0,1,0,1,0
ACH-000503,BICR16_UPPER_AERODIGESTIVE_TRACT,HEAD AND NECK CANCER,0,0,0,0,0,0,0,0
ACH-000504,SNB75_CENTRAL_NERVOUS_SYSTEM,BRAIN CANCER,0,0,0,0,0,1,0,0
ACH-000505,RKN_SOFT_TISSUE,SARCOMA,0,0,0,0,1,1,1,0
ACH-000506,NCIH146_LUNG,LUNG CANCER,0,0,0,0,0,0,0,0
ACH-000507,KE39_STOMACH,GASTRIC CANCER,0,0,0,0,1,0,0,0
ACH-000508,CORL88_LUNG,LUNG CANCER,0,0,0,0,0,0,0,0
ACH-000509,HUT78_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,LYMPHOMA,0,0,0,0,0,0,0,0
ACH-000510,NCIH1299_LUNG,LUNG CANCER,0,0,0,0,1,1,1,0
ACH-000511,CALU1_LUNG,LUNG CANCER,0,0,0,0,1,0,0,0
ACH-000512,INA6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,MYELOMA,0,0,0,0,0,0,0,0
ACH-000513,SNU1272_KIDNEY,KIDNEY CANCER,0,0,0,0,0,0,0,0
ACH-000514,NCIH1092_LUNG,LUNG CANCER,0,0,0,0,0,0,0,0
ACH-000515,HCC33_LUNG,LUNG CANCER,0,0,0,0,0,0,0,0
ACH-000516,CAL78_BONE,BONE CANCER,0,0,0,0,1,0,1,0
ACH-000517,SNU410_PANCREAS,PANCREATIC CANCER,0,0,0,0,1,0,1,0
ACH-000518,CAL33_UPPER_AERODIGESTIVE_TRACT,HEAD AND NECK CANCER,0,0,0,0,1,1,0,0
ACH-001703,VAL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,LYMPHOMA,0,0,0,0,0,0,0,0
ACH-000520,59M_OVARY,OVARIAN CANCER,0,0,0,0,1,0,1,0
ACH-000521,NCIH2030_LUNG,LUNG CANCER,0,0,0,0,1,0,1,0
ACH-000522,UMUC3_URINARY_TRACT,BLADDER CANCER,0,0,0,0,1,0,1,0
ACH-000523,NCIH1184_LUNG,LUNG CANCER,0,0,0,0,0,0,0,0
ACH-000524,KURAMOCHI_OVARY,OVARIAN CANCER,0,0,0,0,1,1,1,0
ACH-000525,NCIH2171_LUNG,LUNG CANCER,0,0,0,0,0,0,0,0
ACH-000526,HS821T_FIBROBLAST,BONE CANCER,0,0,0,0,0,0,0,0
ACH-000527,OVISE_OVARY,OVARIAN CANCER,0,0,0,0,1,1,1,0
ACH-000528,ABC1_LUNG,LUNG CANCER,0,0,0,0,1,0,1,0
ACH-000529,T173_FIBROBLAST,BONE CANCER,0,0,0,0,0,0,0,0
ACH-000530,DMS114_LUNG,LUNG CANCER,0,0,0,0,0,0,0,0
ACH-000531,RS5_FIBROBLAST,LUNG CANCER,0,0,0,0,0,0,0,0
ACH-000532,SNU61_LARGE_INTESTINE,COLON/COLORECTAL CANCER,0,0,0,0,0,1,0,0
ACH-000533,NCIH2004RT_SOFT_TISSUE,RHABDOID,0,0,0,0,0,0,0,0
ACH-000534,WSUDLCL2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,LYMPHOMA,0,0,0,0,0,0,0,0
ACH-000535,BXPC3_PANCREAS,PANCREATIC CANCER,0,1,0,0,0,1,0,0
ACH-001357,MCF10A_BREAST,IMMORTALIZED,0,0,0,0,0,0,0,0
ACH-000537,SNU761_LIVER,LIVER CANCER,0,0,0,0,1,0,0,0
ACH-000538,HUTU80_SMALL_INTESTINE,COLON/COLORECTAL CANCER,0,0,0,0,0,0,0,0
ACH-000539,HS618T_FIBROBLAST,LUNG CANCER,0,0,0,0,0,0,0,0
ACH-000540,HS606T_FIBROBLAST,BREAST CANCER,0,0,0,0,0,0,0,0
ACH-000541,KMS34_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,MYELOMA,0,0,0,0,0,0,0,0
ACH-000542,HEYA8_OVARY,OVARIAN CANCER,0,0,0,0,1,0,1,0
ACH-000543,SNU489_CENTRAL_NERVOUS_SYSTEM,BRAIN CANCER,0,0,0,0,0,0,0,0
ACH-000544,OE21_OESOPHAGUS,ESOPHAGEAL CANCER,0,0,0,0,1,1,1,0
ACH-000545,VMCUB1_URINARY_TRACT,BLADDER CANCER,0,0,0,0,1,0,1,0
ACH-000546,HSC4_UPPER_AERODIGESTIVE_TRACT,HEAD AND NECK CANCER,0,0,0,0,0,1,0,0
ACH-000547,HT1197_URINARY_TRACT,BLADDER CANCER,0,0,0,0,0,0,0,0
